队名,队员号,出场次数,首发次数,上场时间,投篮命中次数,投篮出手次数,篮板总数,盖帽,得分,总命中率
44,2,77,77,31.5,5.6,13.2,3.1,0.2,13.9,0.424242424
44,3,58,49,27,5.4,12.2,7.6,0.7,13.3,0.442622951
44,4,82,43,23.6,4.2,8.3,4.9,0.4,10.6,0.506024096
44,5,64,13,22.3,3.9,8.3,4.7,0.6,10.3,0.469879518
44,6,82,59,21.1,4.1,7.5,5.7,0.6,10.2,0.546666667
44,7,82,57,27.5,3.9,9.1,5.1,0.2,9.5,0.428571429
44,8,57,17,24.3,3.4,8.2,4.6,0.4,9.5,0.414634146
44,9,39,0,16.4,3.3,7.8,1.9,0.2,8.9,0.423076923
44,10,9,0,22,3.7,6.6,3.3,0.2,8.4,0.560606061
44,11,22,22,31.7,3.7,9.1,7.5,0.1,8.3,0.406593407
44,12,67,38,27,2.6,7.1,3.3,0.3,7.8,0.366197183
44,13,29,0,18.2,2.7,6.2,4.8,0.2,7.1,0.435483871
44,14,18,1,10.7,2.1,4.3,1.4,0.4,5.2,0.488372093
44,15,6,1,20,1.5,6.8,2.8,0,4.8,0.220588235
44,16,50,0,12,1.3,3.5,1.6,0.1,3.5,0.371428571
44,17,31,0,10.8,1.2,3.3,1.4,0.1,3.4,0.363636364
44,18,8,0,10.6,1.5,2.6,2.1,0.6,3.3,0.576923077
44,19,5,0,1.6,0.8,1,0.2,0,1.8,0.8
44,20,5,0,4.8,0.6,2,2.4,0.2,1.4,0.3
44,21,32,0,9,0.4,1.1,1.8,0.1,1.1,0.363636364
45,0,82,79,32.3,7.2,16.9,3,0.1,22.2,0.426035503
45,1,76,72,33.4,6,13.4,2.9,0.3,15.2,0.447761194
45,2,73,73,31.6,4.9,11.1,5.1,0.5,14.2,0.441441441
45,3,81,12,28,4.2,9.3,4.9,0.3,10.5,0.451612903
45,4,81,73,23.7,4.3,10,8.3,0.6,10.3,0.43
45,5,69,8,20.2,3.7,8.1,4.1,0.5,10,0.456790123
45,6,61,10,27.3,3,8.7,4.2,0.3,9.1,0.344827586
45,7,79,76,22.8,3.2,5.4,6.4,1.1,7.3,0.592592593
45,8,30,4,15.7,2.9,6.4,4.3,0.4,7.1,0.453125
45,9,60,3,11.9,2.3,4.8,3,0.4,6.1,0.479166667
45,10,78,0,15.1,1.5,3.7,3.7,0.3,4.4,0.405405405
45,11,36,0,8.9,1,2.7,1,0.1,2.7,0.37037037
45,12,3,0,2,0.7,1.3,0.3,0,2,0.538461538
45,13,39,0,7.9,0.7,2.7,1.6,0,1.8,0.259259259
45,14,16,0,3.6,0.5,1.4,0.8,0.7,1.3,0.357142857
45,15,29,0,6.9,0.4,1.2,0.9,0,1,0.333333333
46,0,76,76,33.8,9,19.4,2.7,0.2,28.9,0.463917526
46,1,55,55,33.4,6.5,14.1,6.1,0.2,16.3,0.460992908
46,2,68,68,32.3,5.6,11.8,6.8,1.3,14,0.474576271
46,3,72,72,32.4,4.6,10,5.8,0.3,13.9,0.46
46,4,79,24,30.4,3.4,9.5,3.9,0.4,10.6,0.357894737
46,5,75,6,20.5,3.5,6.8,4.8,0.4,9,0.514705882
46,6,78,20,17.2,2.5,5.4,2.8,0.2,6.6,0.462962963
46,7,80,77,20.1,2.7,4.6,4.6,0.8,6.5,0.586956522
46,8,47,0,11.5,2,4.9,1.8,0.1,5.6,0.408163265
46,9,74,0,17.1,2,5.6,3.1,0.1,5.5,0.357142857
46,10,78,6,15.8,1.5,3.4,3.5,0.2,3.8,0.441176471
46,11,51,5,10.3,1.5,3.1,2.4,0.4,3.5,0.483870968
46,12,29,0,7.6,0.9,2,0.9,0.1,2.3,0.45
46,13,5,0,3.4,0.6,0.8,0.8,0,2,0.75
46,14,25,1,5.7,0.6,1.4,1.4,0.2,1.5,0.428571429
47,0,27,27,36.2,9.1,19.9,6.7,0.6,26.3,0.457286432
47,1,78,78,36.8,9.5,19,8.2,1.9,25.3,0.5
47,2,21,21,31.6,5,12.3,3.1,0.1,17.5,0.406504065
47,3,54,54,38.4,6.3,14.8,3.6,0.2,17.1,0.425675676
47,4,51,30,34.5,6.4,14,5.9,1.4,16.4,0.457142857
47,5,48,48,34.8,4.4,10.6,4.8,0.4,15.9,0.41509434
47,6,81,9,24.3,3.9,9.3,3,0,10.6,0.419354839
47,7,82,81,31,3.6,7.3,6.4,0.2,9.7,0.493150685
47,8,64,11,20.7,2.6,6,3.7,0.8,7.1,0.433333333
47,9,61,1,12.9,1.7,3.9,2,0.1,4.9,0.435897436
47,10,19,0,16.3,1.8,4,2.1,0.3,4.4,0.45
47,11,8,0,11,1.5,2.3,1.9,0.3,4.3,0.652173913
47,12,64,21,17.8,1.6,2.5,3.2,1.1,4.2,0.64
47,13,34,14,13.5,1.5,3.3,3.1,0.7,4,0.454545455
47,14,17,6,11.6,1.2,2.3,2.9,0.2,3.9,0.52173913
47,15,26,0,12.3,1,3,1.7,0.1,2.9,0.333333333
47,16,17,0,7.5,0.8,2.6,2.4,0.5,2.1,0.307692308
47,17,24,9,19.3,0.8,2.1,3.4,0.6,2,0.380952381
47,18,5,0,4.8,0.6,1.4,0.2,0,1.6,0.428571429
47,19,3,0,6,0.3,1.3,1,0,1,0.230769231
48,0,55,55,34.1,8,18.6,6.3,0.4,22.6,0.430107527
48,1,47,47,32.8,6.7,13.9,7.8,1,17.5,0.482014388
48,2,35,25,26.9,4.9,10.9,3.1,0.3,14.6,0.449541284
48,3,35,1,27.6,4.7,11.6,3.9,0.2,12.5,0.405172414
48,4,62,62,33.2,3.9,5.7,9.9,1.4,11.3,0.684210526
48,5,59,35,28.9,3.6,9.1,3.2,0.1,9.5,0.395604396
48,6,54,0,18.9,3,6.2,1.9,0.2,8.8,0.483870968
48,7,66,62,28.7,3.6,7.8,4.2,0.3,8.8,0.461538462
48,8,38,9,17.3,2.5,7.6,1.9,0,6.2,0.328947368
48,9,29,14,20.5,2.3,6.3,1.9,0.1,6.1,0.365079365
48,10,32,8,19.4,2.1,5.3,2.5,0.2,5.9,0.396226415
48,11,37,4,14.6,1.7,4,3.9,0.5,4.4,0.425
48,12,39,4,18.7,1.5,3.7,3.9,0.6,4.4,0.405405405
48,13,14,0,8.2,1.1,2.3,1.9,0.2,3,0.47826087
48,14,39,4,14.3,0.9,3.2,1.5,0.1,2.6,0.28125
48,15,21,0,5.1,0.8,1.6,1.3,0.3,2,0.5
48,16,2,0,6.5,0,1,2.5,0.5,0,0
49,0,67,67,37,10,22.2,6.9,0.5,28.7,0.45045045
49,1,80,0,33.4,6.6,15.6,5.3,0.3,18.1,0.423076923
49,2,29,0,23.6,5.3,9.2,5,0.7,14.2,0.576086957
49,3,68,68,34,5.5,13,2.9,0.2,13.9,0.423076923
49,4,1,1,37,5,14,18,1,11,0.357142857
49,5,66,66,32.7,3.9,6.1,10.7,1.1,10.4,0.639344262
49,6,56,13,15.4,3.3,6.8,2.1,0.2,8.7,0.485294118
49,7,18,11,23.9,3.1,5.2,5.3,0.9,7.2,0.596153846
49,8,21,0,14.1,2.6,6.8,4,0.7,7,0.382352941
49,9,45,45,22.1,2.4,6.1,3,0.2,6.8,0.393442623
49,10,81,1,20.3,2.2,5.3,1.9,0.1,6.6,0.41509434
49,11,76,48,26.9,2,5.4,4.3,0.3,6,0.37037037
49,12,1,0,29,1,11,10,0,5,0.090909091
49,13,46,34,15.4,1.4,3.8,2.2,0.1,3.6,0.368421053
49,14,78,18,16.2,1.3,2.8,1.8,0,3.5,0.464285714
49,15,39,17,10.1,1.2,2.1,2.3,0.4,2.5,0.571428571
49,16,57,16,7.6,0.9,2,0.8,0.1,2.2,0.45
49,17,24,4,10.5,0.7,2.2,3.3,0.6,1.8,0.318181818
49,18,2,1,13,0,0.5,1.5,0.5,0,0
50,0,77,77,38.7,9.6,21.3,8.1,0.7,27.4,0.450704225
50,1,74,37,32.7,5.4,12.9,4,0.3,14.5,0.418604651
50,2,42,39,29.8,5.3,12,5.3,1.2,13.3,0.441666667
50,3,65,21,22.6,4.8,8.6,4.9,0.6,11.9,0.558139535
50,4,81,1,23.2,3.6,8.5,1.5,0.1,10.2,0.423529412
50,5,65,65,31.1,3.7,9.4,3,0.4,9.7,0.393617021
50,6,55,55,30.3,3.5,5.9,9.6,1.1,8.7,0.593220339
50,7,74,58,26.5,2.5,6.5,4.2,0.2,6.7,0.384615385
50,8,31,12,19,2.2,5.2,1.8,0.1,5.6,0.423076923
50,9,29,1,13.4,1.9,4.9,2,0.3,4.8,0.387755102
50,10,32,15,19.8,2,3.8,4.2,0.8,4.3,0.526315789
50,11,66,27,19.5,1.3,2.9,2,0,3.8,0.448275862
50,12,41,0,9.7,1.5,2.8,2.7,0.5,3.6,0.535714286
50,13,51,0,7.3,1.1,2.5,0.9,0,2.7,0.44
50,14,9,0,7.8,0.8,2.3,1.8,0.7,2.6,0.347826087
50,15,19,0,7.8,0.8,2,0.8,0,2.1,0.4
50,16,46,2,7.2,0.7,1.3,2.8,0.7,2,0.538461538
50,17,2,0,1,0,0,0,0,0,0
51,0,40,40,35.8,9,20.2,6.6,0.4,24.2,0.445544554
51,1,29,22,27.1,5.7,12.4,4.4,0.9,14.8,0.459677419
51,2,16,9,26.4,4.6,11.3,4.6,0.3,14.8,0.407079646
51,3,36,14,24,4.7,8.6,6.8,0.9,12,0.546511628
51,4,45,41,32.4,4.5,11.4,4.2,0.3,11.8,0.394736842
51,5,70,30,24,4,10.2,2.2,0.2,11.5,0.392156863
51,6,24,6,25.8,4.2,10.5,2.4,0.2,10.9,0.4
51,7,24,24,26,3.7,9,3.4,0.1,9.3,0.411111111
51,8,42,42,30.2,3.5,8.4,3,0,9.1,0.416666667
51,9,40,24,26,3.4,7.9,3,0.2,8.3,0.430379747
51,10,82,31,21.8,3.1,7.2,4,0.5,8,0.430555556
51,11,12,0,19.4,2.7,7.5,2.8,0.1,7.4,0.36
51,12,76,22,24.5,2.5,5.7,2.3,0.1,6.2,0.438596491
51,13,41,35,20.9,2.6,5.9,6,1.3,6,0.440677966
51,14,68,22,18.9,2.2,4.9,4.4,0.3,5.9,0.448979592
51,15,61,16,16,2.4,4.9,5.5,1.1,5.5,0.489795918
51,16,39,7,16.7,1.9,5.5,2.5,0.3,5.4,0.345454545
51,17,43,3,18.5,1.6,3.7,1.9,0,4.7,0.432432432
51,18,32,21,17,1.8,4.1,5.3,1.3,4,0.43902439
51,19,51,1,13.1,1.6,4.1,2.1,0.2,3.9,0.390243902
52,0,72,72,35.1,7.9,18.2,7.7,0.5,21.8,0.434065934
52,1,72,72,28.5,5.2,12.3,7.3,1.9,14.3,0.422764228
52,2,71,57,33.2,5,11.3,3.7,0.1,12.8,0.442477876
52,3,82,82,27,4.4,8.1,7.3,1.6,10.3,0.543209877
52,4,80,9,18,3.2,7.1,3.7,0.1,9.3,0.450704225
52,5,59,5,22.4,2.9,6.5,2.2,0.1,8.2,0.446153846
52,6,82,7,24.8,2.8,7.2,3.5,0.3,7.6,0.388888889
52,7,72,72,28.1,2.9,6.3,3.2,0.1,7.6,0.46031746
52,8,76,6,16.7,2,5.1,1.9,0.1,5.6,0.392156863
52,9,61,25,14.9,1.7,4.5,2.4,0.1,4.9,0.377777778
52,10,65,1,11.7,2,4.2,3.8,0.8,4.8,0.476190476
52,11,48,0,11.1,1.8,4.3,2.6,0.8,3.9,0.418604651
52,12,2,0,2.5,0.5,0.5,0,0,3.5,1
52,13,2,0,3,1.5,2,0.5,0,3,0.75
52,14,17,2,8.9,0.7,2.4,1.5,0.2,1.8,0.291666667
52,15,29,0,7,0.7,1.8,1.7,0.2,1.8,0.388888889
53,0,74,74,34.4,8.1,18.8,5.9,0.4,22.4,0.430851064
53,1,66,65,32.8,6.7,14.9,7.2,2,18.1,0.44966443
53,2,64,64,32.5,7.2,15.3,3.8,0.3,18,0.470588235
53,3,77,74,31.9,4.2,9.1,3.4,0.3,10.8,0.461538462
53,4,58,11,24.6,2.8,7.4,2.6,0.1,8.6,0.378378378
53,5,72,22,18.4,3.4,6.5,7,0.5,8.2,0.523076923
53,6,82,4,19.9,2.8,6.6,2.7,0.4,7.7,0.424242424
53,7,79,8,15.6,2.7,5.2,5.6,1.3,6.3,0.519230769
53,8,68,5,15,2.3,5.4,1.9,0.2,6.3,0.425925926
53,9,46,15,21,2.1,5.3,3.1,0.1,6,0.396226415
53,10,18,0,12.6,1.6,4,1.6,0.1,5.3,0.4
53,11,46,46,22,2.2,4.4,8.8,0.8,5,0.5
53,12,52,13,16.5,1.6,4.2,1.9,0.2,4.1,0.380952381
53,13,32,4,10.4,1.2,2.7,2,0.2,3.1,0.444444444
53,14,42,4,9.7,1,3.2,1.4,0,3,0.3125
53,15,21,1,8.1,0.8,1.4,2.4,0.2,1.9,0.571428571
54,0,81,81,34.7,6.2,12.1,8.3,1.3,15,0.512396694
54,1,67,67,36.9,5,11.3,5.8,0.6,14.1,0.442477876
54,2,82,82,35.4,5.4,12.2,4,0.4,14,0.442622951
54,3,75,0,23.3,4.3,10.6,2,0.2,13.7,0.405660377
54,4,82,1,26,5.6,10.3,5.3,0.3,12.7,0.54368932
54,5,74,64,27.9,3.3,7.7,2.3,0.1,10.5,0.428571429
54,6,78,14,23,2.9,6.8,3.9,0.2,7.2,0.426470588
54,7,81,81,21.2,3.3,7,5.7,0.9,7.2,0.471428571
54,8,54,17,17.2,2.2,5.1,3.1,0.3,6.1,0.431372549
54,9,64,1,11.5,2.3,4.5,3.3,0.3,5.4,0.511111111
54,10,3,0,11,1.3,5.3,1.3,0,2.7,0.245283019
54,11,38,0,9.9,1.2,2.5,2.6,0.4,2.6,0.48
54,12,10,0,7.1,0.7,1.5,1,0,1.6,0.466666667
54,13,4,0,8.8,0.5,1.3,1.3,0,1.5,0.384615385
54,14,24,2,4.6,0.3,1.2,0.5,0,0.7,0.25
55,0,64,0,26.3,5,12.2,2.4,0.3,14.9,0.409836066
55,1,65,65,33.8,5.5,12.8,3.3,0.3,13.5,0.4296875
55,2,63,1,27.9,5.5,10.9,5.2,0.7,12.8,0.504587156
55,3,62,62,35.6,4.6,10.2,6.1,0.5,12.4,0.450980392
55,4,60,60,28.9,4.8,9.7,7.2,1.6,11,0.494845361
55,5,37,29,24.9,4.2,8.6,7.3,1.3,9.6,0.488372093
55,6,65,20,26.4,4,9.1,5.8,0.3,9.4,0.43956044
55,7,66,50,24.9,2.9,7.1,2.4,0,8.4,0.408450704
55,8,51,15,15.9,2.6,5.7,4.8,0.7,5.5,0.456140351
55,9,2,0,19.5,2,7.5,2,0,5.5,0.266666667
55,10,41,15,15.2,1.9,4.1,4.2,0.4,4.1,0.463414634
55,11,14,0,9.6,0.9,3.1,1.5,0.3,2.9,0.290322581
55,12,14,1,6.3,0.6,2.4,1.1,0.1,1.6,0.25
55,13,27,11,10.9,0.7,1.9,2.5,0.2,1.6,0.368421053
55,14,11,1,5.1,0.5,1.8,1.3,0.1,1.5,0.277777778
55,15,5,0,3.2,0.2,0.6,0.2,0.2,0.4,0.333333333
56,0,78,78,37.5,7.1,16.5,4.2,0.4,17.7,0.43030303
56,1,76,76,34.6,6.7,12.6,7.5,0.7,14.8,0.531746032
56,2,82,82,35.3,5.4,12.8,6.3,0.2,13.3,0.421875
56,3,82,40,27.2,4.6,9.9,7.2,1.4,11,0.464646465
56,4,59,16,23.9,3.8,9.2,2.2,0.2,10.6,0.413043478
56,5,33,33,28.5,4.1,10.2,3.8,0.5,10.5,0.401960784
56,6,79,8,22.6,3,7.6,3.8,0.4,9.2,0.394736842
56,7,61,21,18,2.4,5.2,1.7,0.3,6.4,0.461538462
56,8,79,38,21.1,2.6,5.7,5,0.7,5.8,0.456140351
56,9,9,0,15.9,1.8,5.3,1.6,0.7,4.7,0.339622642
56,10,15,0,13.9,1.6,4.2,1.1,0,4.6,0.380952381
56,11,47,0,11.6,1.7,2.9,3.1,0.2,3.7,0.586206897
56,12,53,5,13.2,1.2,2.7,1.1,0.1,3.2,0.444444444
56,13,21,1,7.8,0.9,3.4,0.2,0,2.7,0.264705882
56,14,12,1,12.5,1.2,3.2,0.9,0.1,2.5,0.375
56,15,22,11,12.2,0.8,1.7,3.4,0.5,1.9,0.470588235
56,16,5,0,1.4,0.2,0.4,0,0,0.4,0.5
57,0,79,78,34.4,7.4,16.2,6,0.5,17.9,0.456790123
57,1,54,54,34.9,6.6,15.4,6,0.1,17.4,0.428571429
57,2,70,70,34.5,6.1,15.1,6.2,0.6,16.7,0.40397351
57,3,72,16,24.6,4.8,11.2,3.2,0.2,13,0.428571429
57,4,53,53,31.4,5,11.1,8.5,1.3,13,0.45045045
57,5,26,25,27.2,4.3,8.8,7,0.5,11.8,0.488636364
57,6,80,62,28.8,3.9,9,3.8,0.4,10.1,0.433333333
57,7,12,0,16.1,2.4,5.6,1.1,0,6.9,0.428571429
57,8,18,0,13.8,2.6,5.6,3.3,0.4,6.8,0.464285714
57,9,67,2,17.3,2.1,5,1.9,0,6,0.42
57,10,77,41,22.6,2.2,4.8,3.2,0.2,6,0.458333333
57,11,9,0,12.9,2,4.7,1,0,5.3,0.425531915
57,12,51,2,18.7,2.3,5.2,5.4,0.5,5.2,0.442307692
57,13,23,0,14.8,1.6,2.6,2.7,1.3,4.3,0.615384615
57,14,8,0,14.1,1.4,3.6,1.9,0.3,3.8,0.388888889
57,15,2,1,6.5,1.5,2.5,0,0,3.5,0.6
57,16,11,0,13.6,1.4,2.6,4.5,0.8,3.4,0.538461538
57,17,12,2,15.7,1.3,3.2,2.9,0.3,3,0.40625
57,18,22,4,11.5,1,2.1,2.8,0.7,3,0.476190476
57,19,9,0,12.6,1,3.1,1.2,0.1,2.9,0.322580645
57,20,51,0,11.2,1.1,2.5,2.1,0.2,2.8,0.44
57,21,26,0,8.6,1,3.3,1.1,0.1,2.5,0.303030303
57,22,3,0,5,0,2.3,0.7,0,0,0
58,0,30,15,29.8,5.8,14.5,2.9,0.3,16.9,0.4
58,1,41,38,34,5.7,14.9,6.2,0.4,15,0.382550336
58,2,70,49,27.9,4.3,10.8,4.5,0.4,13.5,0.398148148
58,3,22,12,25.9,4.2,11.2,2.5,0.1,12.6,0.375
58,4,25,14,27.1,5.1,12.9,2.9,0.2,12,0.395348837
58,5,17,0,16.8,3.1,7.6,1.3,0.1,9.9,0.407894737
58,6,75,71,30.8,4,8.7,8.1,1.9,9.9,0.459770115
58,7,67,61,28.6,3.7,9.5,4.9,0.3,9.9,0.389473684
58,8,52,15,25.4,3.2,8.1,3.8,1.3,9.2,0.395061728
58,9,19,15,21.9,3.3,9.4,3.5,0.2,9.1,0.35106383
58,10,71,23,25,3.2,7.6,2.8,0.4,8.8,0.421052632
58,11,22,0,18.5,3.6,7.7,7.7,0.4,8.8,0.467532468
58,12,73,32,19.2,3.3,6.9,4.9,0.4,8,0.47826087
58,13,65,11,21.2,1.9,5.4,3,1,6.3,0.351851852
58,14,20,6,19,2.5,6,3.7,0.2,6.3,0.416666667
58,15,9,2,20.8,2.1,6.7,2.9,0.6,6,0.313432836
58,16,6,3,28.8,2.2,7.2,3.2,0,5.7,0.305555556
58,17,74,32,15.3,2,4.7,2.2,0.4,5.2,0.425531915
58,18,10,1,15.4,1.8,4.3,2.5,0.1,4.4,0.418604651
58,19,12,1,18.3,1.7,4.8,1.3,0,3.8,0.354166667
58,20,6,0,10.2,1.3,3,2.2,0.2,3,0.433333333
58,21,17,0,11.4,1.1,2.4,3.3,0.1,2.6,0.458333333
58,22,42,9,12.9,1,1.9,4.2,0.4,2.2,0.526315789
58,23,9,0,8,0.9,2.1,2,0,1.9,0.428571429
58,24,1,0,2,0,1,0,0,0,0
59,0,53,48,30.1,7.5,14.7,7,1.2,17.5,0.510204082
59,1,50,50,32.4,6,14.8,4.3,0.4,14.7,0.405405405
59,2,67,49,28.4,4.1,10.6,6.3,0.6,12.8,0.386792453
59,3,67,62,29.3,4.6,8.8,8.1,1.5,11.1,0.522727273
59,4,77,39,25.5,3.4,9.4,2.3,0.2,11,0.361702128
59,5,77,17,28,3.5,8.8,3.5,0.3,9.8,0.397727273
59,6,36,12,15.8,3.9,6.9,4.1,0.3,9.8,0.565217391
59,7,77,52,26.9,3.3,7.8,4.7,1.6,9.7,0.423076923
59,8,73,35,24.8,2.9,7.5,2.5,0.3,8.5,0.386666667
59,9,8,3,18.1,2.8,8.1,2.6,0,8.4,0.345679012
59,10,81,17,19.9,2.7,5.7,3.1,0.1,6.1,0.473684211
59,11,51,1,13.7,2.2,4.4,2.6,0.8,5.6,0.5
59,12,47,18,14.7,1.8,4.3,2.7,0.3,5.1,0.418604651
59,13,17,1,13.2,1.8,4.2,3.7,0.5,4.1,0.428571429
59,14,14,0,12.4,1.5,3.9,1.6,0.1,3.9,0.384615385
59,15,30,6,13.3,1.4,3.9,0.9,0.1,3.7,0.358974359
59,16,17,0,8.5,1.3,3.1,2.2,0.4,3.6,0.419354839
59,17,7,0,11.1,1,3,1.7,0,2.4,0.333333333
60,0,31,31,25.4,6.5,13.8,7.8,2.5,20.2,0.471014493
60,1,53,40,27.3,5.4,12.2,5.9,0.3,14.8,0.442622951
60,2,67,67,31.6,4.4,10.9,6.5,1,12.9,0.403669725
60,3,81,36,26.3,4.7,11.4,6.3,0.4,12.8,0.412280702
60,4,50,33,22.7,4.8,9.4,4.8,1,11.8,0.510638298
60,5,3,1,23.7,3.7,10.7,4,0,11,0.345794393
60,6,6,1,26.2,4.2,9,4.8,0.2,10.7,0.466666667
60,7,57,17,20.9,4,7.2,5.5,0.9,9.8,0.555555556
60,8,80,27,27.4,3.1,7.9,2.8,0.4,9.5,0.392405063
60,9,72,41,23.2,3.3,7.7,2.6,0.2,9.2,0.428571429
60,10,29,7,19.4,3.7,6,5,0.9,8.9,0.616666667
60,11,24,8,21.5,3.1,6.7,4,0.3,8.5,0.462686567
60,12,18,0,12.9,3.4,6.1,4.7,0.5,8.2,0.557377049
60,13,2,0,20.5,3,8.5,3,2,8,0.352941176
60,14,68,30,22.3,3.1,7.9,2.3,0.1,7.8,0.392405063
60,15,81,51,26.4,2.9,6.3,3.1,0.1,6.9,0.46031746
60,16,69,19,17.2,2.1,5.2,2.2,0.1,6.4,0.403846154
60,17,31,1,18.1,2.1,5.1,2.7,0.2,5.5,0.411764706
60,18,8,0,9.3,1.5,3.3,0.6,0.1,5.3,0.454545455
60,19,8,0,9.6,1.8,3.9,2.8,0.1,4.9,0.461538462
60,20,3,0,10.7,1.7,4,1.7,0,4,0.425
60,21,1,0,5,0,1,1,0,0,0
61,0,66,66,35.7,8,17.8,5.2,0.7,21.4,0.449438202
61,1,82,82,34.8,6.6,14.1,3.8,0.4,17.2,0.468085106
61,2,58,0,24.1,5.1,11.3,1.7,0.1,13.3,0.451327434
61,3,39,23,26.5,4.6,10.4,4.5,0.2,11.2,0.442307692
61,4,13,13,26.7,3.7,9.4,3.2,0,10.8,0.393617021
61,5,60,14,22.5,3.4,7.8,2.5,0.1,10,0.435897436
61,6,2,0,11,3.5,5,1.5,0,10,0.7
61,7,68,55,30.9,3.9,8.8,3,0.1,9.8,0.443181818
61,8,72,54,25.7,3.9,6.9,6.4,1.2,9.6,0.565217391
61,9,59,28,23.9,3.9,8.7,2.6,0,9.2,0.448275862
61,10,25,25,28,3.6,7.8,4.7,1.1,9.2,0.461538462
61,11,65,17,24.6,3.3,5.7,7.1,1,7.7,0.578947368
61,12,6,0,14.8,2.5,5.8,1.3,0.2,5.8,0.431034483
61,13,11,0,13.6,2.1,4.3,3.1,0.3,5.1,0.488372093
61,14,24,0,11,2,4.2,2.5,0.6,4.8,0.476190476
61,15,30,18,26.6,1.4,3.4,11.5,0.2,4.4,0.411764706
61,16,7,0,11.6,1.4,4.3,1,0.1,4,0.325581395
61,17,52,6,14.7,1.6,3.1,2.3,0.4,3.6,0.516129032
61,18,43,9,12.1,1.2,2.3,4.4,0.4,3.1,0.52173913
61,19,3,0,7.3,0,0.7,0.3,0,2,0
61,20,3,0,4.3,0.3,1.3,1,0,0.7,0.230769231
61,21,12,0,4.9,0.3,1.3,1.2,0.2,0.5,0.230769231
62,0,31,31,33.3,6.7,15.6,5.5,0.5,19.5,0.429487179
62,1,63,63,35,6,14.3,3.3,0.3,16.7,0.41958042
62,2,42,0,22.5,4.7,10.8,1.9,0.2,12.2,0.435185185
62,3,31,11,22.7,3.8,8.9,2.1,0.1,11.4,0.426966292
62,4,53,53,33.9,4.1,9,3,0.1,10.5,0.455555556
62,5,49,3,21.6,3.4,8.4,4.1,0.1,9.7,0.404761905
62,6,17,12,27.1,3.2,8.4,2,0.2,9.6,0.380952381
62,7,62,40,25.2,3.8,8.4,4.7,1.4,9.1,0.452380952
62,8,64,43,24.3,3.1,5.3,6.4,1.1,7.1,0.58490566
62,9,48,2,14.9,2.3,5.6,2.1,0.1,6.6,0.410714286
62,10,66,9,23.2,2.6,5.1,6.6,1,6.3,0.509803922
62,11,4,0,18,2,5.5,1.8,0,5.5,0.363636364
62,12,16,8,22.3,2.1,5.9,3.9,0.2,4.8,0.355932203
62,13,49,40,16.6,1.7,3.3,5.7,0.3,3.9,0.515151515
62,14,34,14,13.3,1.2,3.9,1.9,0.1,3.2,0.307692308
62,15,14,0,8.7,0.9,2.6,3.4,0.6,2.4,0.346153846
62,16,24,0,8.7,0.7,2.2,1.4,0.2,2,0.318181818
62,17,34,1,11,0.5,1.3,3.3,0.3,1.2,0.384615385
63,0,33,32,34.7,7.3,17.1,6.4,0.7,19.5,0.426900585
63,1,82,82,36.7,6.7,15,3.9,0.3,18.1,0.446666667
63,2,35,25,28.7,4.9,12.2,3.7,0.7,12.7,0.401639344
63,3,68,52,29.8,3.7,9.2,4.7,0.4,11.6,0.402173913
63,4,45,30,28.3,4.2,8.8,2.4,0.1,11.1,0.477272727
63,5,65,2,23,3.6,9.5,2.3,0.1,10.7,0.378947368
63,6,81,38,28.7,4.1,7.5,7.5,1.4,10,0.546666667
63,7,45,24,24.2,4.1,7.5,6.7,0.8,9.7,0.546666667
63,8,62,57,23.9,3.3,5.9,6,1.3,8.9,0.559322034
63,9,20,3,18.8,2.4,7.2,2.6,0.1,7.4,0.333333333
63,10,73,2,17,2.5,6.3,2,0.2,6.4,0.396825397
63,11,63,0,13.1,2,5.3,1,0,5.3,0.377358491
63,12,19,16,20.4,1.8,5.2,1.9,0.3,5.3,0.346153846
63,13,51,22,20.3,2,4.4,4.1,0.2,4.7,0.454545455
63,14,13,0,14.2,1.4,4.8,1.2,0.1,4.3,0.291666667
63,15,29,0,11.8,1.4,2.6,2.7,0.5,4,0.538461538
63,16,42,16,12.3,1.1,2.1,3.2,0.1,2.8,0.523809524
63,17,15,9,15.3,1,2.1,3.2,0.5,2.1,0.476190476
64,0,79,79,38.2,7.6,17.8,4.3,0.4,22.7,0.426966292
64,1,18,18,35.4,7.2,18.6,7.4,1.3,19.4,0.387096774
64,2,79,79,36.2,5.8,13.7,4.7,0.2,17.9,0.423357664
64,3,81,81,28.2,4.4,8.3,8.8,0.9,11.3,0.530120482
64,4,81,62,26.6,3.9,9.3,3.1,0.3,10.9,0.419354839
64,5,77,72,28.8,4.5,7.9,6.6,1.1,10.4,0.569620253
64,6,61,5,21.5,3.5,8.3,2.3,0.1,9.5,0.421686747
64,7,48,7,23.3,3.6,7.6,5.1,0.7,9.1,0.473684211
64,8,60,0,21.3,1.8,4.9,2,0.2,5,0.367346939
64,9,64,4,15.3,1.5,3.1,4.5,0.3,4.9,0.483870968
64,10,54,1,10,1.1,2.7,1.1,0.1,3.3,0.407407407
64,11,21,0,9.3,1,2.9,1.3,0.1,3.1,0.344827586
64,12,14,0,10.5,1.1,3.4,1.6,0,3.1,0.323529412
64,13,7,0,8.9,0.9,2,2.1,0.4,2.7,0.45
64,14,30,2,10.7,0.9,2.2,2,0.1,2.3,0.409090909
